Fecha,Mes,Año,Producto,Ventas,Gasto en Publicidad
2014-06-01,June,2014,Producto F,2349,1008
2014-07-01,July,2014,Producto F,8651,3146
2014-08-01,August,2014,Producto F,5142,4137
2014-09-01,September,2014,Producto F,3380,3751
2014-10-01,October,2014,Producto F,6869,4186
2014-11-01,November,2014,Producto F,9331,4929
2014-12-01,December,2014,Producto F,5297,3878
2015-01-01,January,2015,Producto F,2921,4660
2015-02-01,February,2015,Producto F,6812,4785
2015-03-01,March,2015,Producto F,6695,1523
2015-04-01,April,2015,Producto F,9638,2482
2015-05-01,May,2015,Producto F,7786,1700
2015-06-01,June,2015,Producto F,2768,1759
2015-07-01,July,2015,Producto F,4738,4613
2015-08-01,August,2015,Producto F,5733,2409
2015-09-01,September,2015,Producto F,9660,2932
2015-10-01,October,2015,Producto F,6790,4656
2015-11-01,November,2015,Producto F,7404,4517
2015-12-01,December,2015,Producto F,6879,1928
2016-01-01,January,2016,Producto F,7179,1403
2016-02-01,February,2016,Producto F,2726,2855
2016-03-01,March,2016,Producto F,2706,4427
2016-04-01,April,2016,Producto F,2781,1970
2016-05-01,May,2016,Producto F,3201,2504
2016-06-01,June,2016,Producto F,5442,3068
2016-07-01,July,2016,Producto F,4835,3151
2016-08-01,August,2016,Producto F,6312,3650
2016-09-01,September,2016,Producto F,9717,1262
2016-10-01,October,2016,Producto F,6582,1084
2016-11-01,November,2016,Producto F,5174,1850
2016-12-01,December,2016,Producto F,3257,3977
2017-01-01,January,2017,Producto F,5883,2826
2017-02-01,February,2017,Producto F,6833,1023
2017-03-01,March,2017,Producto F,7446,3560
2017-04-01,April,2017,Producto F,9625,4888
2017-05-01,May,2017,Producto F,9264,4804
2017-06-01,June,2017,Producto F,7133,1782
2017-07-01,July,2017,Producto F,9573,3972
2017-08-01,August,2017,Producto F,8172,2183
2017-09-01,September,2017,Producto F,9874,2974
2017-10-01,October,2017,Producto F,7282,1239
2017-11-01,November,2017,Producto F,6295,1944
2017-12-01,December,2017,Producto F,9903,3650
2018-01-01,January,2018,Producto F,4253,2540
2018-02-01,February,2018,Producto F,9189,3750
2018-03-01,March,2018,Producto F,2455,3010
2018-04-01,April,2018,Producto F,9225,3158
2018-05-01,May,2018,Producto F,3921,2312
2018-06-01,June,2018,Producto F,5603,1786
2018-07-01,July,2018,Producto F,4420,4637
2018-08-01,August,2018,Producto F,3920,1942
2018-09-01,September,2018,Producto F,9078,3143
2018-10-01,October,2018,Producto F,4101,2049
2018-11-01,November,2018,Producto F,9379,1754
2018-12-01,December,2018,Producto F,6367,3001
2019-01-01,January,2019,Producto F,6145,3973
2019-02-01,February,2019,Producto F,2705,4385
2019-03-01,March,2019,Producto F,9695,2967
2019-04-01,April,2019,Producto F,3001,1425
2019-05-01,May,2019,Producto F,5003,4210
2019-06-01,June,2019,Producto F,2937,1797
2019-07-01,July,2019,Producto F,5583,2782
2019-08-01,August,2019,Producto F,7720,2093
2019-09-01,September,2019,Producto F,7818,2611
2019-10-01,October,2019,Producto F,6495,4941
2019-11-01,November,2019,Producto F,9908,2661
2019-12-01,December,2019,Producto F,2272,4510
2020-01-01,January,2020,Producto F,3361,3743
2020-02-01,February,2020,Producto F,2895,2370
2020-03-01,March,2020,Producto F,2584,3012
2020-04-01,April,2020,Producto F,3671,4458
2020-05-01,May,2020,Producto F,5265,3236
2020-06-01,June,2020,Producto F,3767,1468
2020-07-01,July,2020,Producto F,7014,4188
2020-08-01,August,2020,Producto F,3064,3421
2020-09-01,September,2020,Producto F,2449,3481
2020-10-01,October,2020,Producto F,8887,3432
2020-11-01,November,2020,Producto F,9195,3660
2020-12-01,December,2020,Producto F,5667,2276
2021-01-01,January,2021,Producto F,6859,3530
2021-02-01,February,2021,Producto F,3020,3136
2021-03-01,March,2021,Producto F,5798,2741
2021-04-01,April,2021,Producto F,6305,2073
2021-05-01,May,2021,Producto F,8110,4267
2021-06-01,June,2021,Producto F,9593,4542
2021-07-01,July,2021,Producto F,6942,1933
2021-08-01,August,2021,Producto F,5899,2657
2021-09-01,September,2021,Producto F,4893,3813
2021-10-01,October,2021,Producto F,2967,1977
2021-11-01,November,2021,Producto F,6632,3462
2021-12-01,December,2021,Producto F,6554,2085
2022-01-01,January,2022,Producto F,6239,3742
2022-02-01,February,2022,Producto F,2636,3956
2022-03-01,March,2022,Producto F,9095,3345
2022-04-01,April,2022,Producto F,6107,4044
2022-05-01,May,2022,Producto F,5875,2474
2022-06-01,June,2022,Producto F,4229,2822
2022-07-01,July,2022,Producto F,4702,2202
2022-08-01,August,2022,Producto F,6457,3754
2022-09-01,September,2022,Producto F,6270,2015
2022-10-01,October,2022,Producto F,8459,4010
2022-11-01,November,2022,Producto F,6452,2819
2022-12-01,December,2022,Producto F,7085,3337
2023-01-01,January,2023,Producto F,5725,1256
2023-02-01,February,2023,Producto F,3212,1679
2023-03-01,March,2023,Producto F,7549,1368
2023-04-01,April,2023,Producto F,9895,1207
2023-05-01,May,2023,Producto F,9970,4758
2023-06-01,June,2023,Producto F,5357,4107
2023-07-01,July,2023,Producto F,3362,3329
2023-08-01,August,2023,Producto F,3098,4406
2023-09-01,September,2023,Producto F,9312,3842
2023-10-01,October,2023,Producto F,9074,3952
2023-11-01,November,2023,Producto F,3100,3924
2023-12-01,December,2023,Producto F,5823,4475
2014-01-01,January,2014,Producto G,2317,3620
2014-02-01,February,2014,Producto G,7158,1817
2014-03-01,March,2014,Producto G,6460,3599
2014-04-01,April,2014,Producto G,2693,1101
2014-05-01,May,2014,Producto G,7775,3561
2014-06-01,June,2014,Producto G,7177,2443
2014-07-01,July,2014,Producto G,4865,1023
2014-08-01,August,2014,Producto G,6092,4211
2014-09-01,September,2014,Producto G,7528,3479
2014-10-01,October,2014,Producto G,3689,1083
2014-11-01,November,2014,Producto G,4510,3983
2014-12-01,December,2014,Producto G,4896,1420
2015-01-01,January,2015,Producto G,5991,4333
2015-02-01,February,2015,Producto G,4441,2240
2015-03-01,March,2015,Producto G,8442,3197
2015-04-01,April,2015,Producto G,4680,3532
2015-05-01,May,2015,Producto G,7602,3466
2015-06-01,June,2015,Producto G,3482,2557
2015-07-01,July,2015,Producto G,3302,3824
2015-08-01,August,2015,Producto G,9207,3575
2015-09-01,September,2015,Producto G,4676,4526
2015-10-01,October,2015,Producto G,6836,1677
2015-11-01,November,2015,Producto G,2662,1733
2015-12-01,December,2015,Producto G,7903,3869
2016-01-01,January,2016,Producto G,2753,4016
2016-02-01,February,2016,Producto G,6340,4196
2016-03-01,March,2016,Producto G,6592,2787
2016-04-01,April,2016,Producto G,5589,3882
2016-05-01,May,2016,Producto G,9152,3676
2016-06-01,June,2016,Producto G,2466,3633
2016-07-01,July,2016,Producto G,9761,3387
2016-08-01,August,2016,Producto G,8083,4832
2016-09-01,September,2016,Producto G,6761,1731
2016-10-01,October,2016,Producto G,5931,2938
2016-11-01,November,2016,Producto G,5333,4695
2016-12-01,December,2016,Producto G,9091,2368
2017-01-01,January,2017,Producto G,3746,1898
2017-02-01,February,2017,Producto G,2705,3422
2017-03-01,March,2017,Producto G,2439,2814
2017-04-01,April,2017,Producto G,5836,4644
2017-05-01,May,2017,Producto G,2630,3649
2017-06-01,June,2017,Producto G,7744,4001
2017-07-01,July,2017,Producto G,6528,2172
2017-08-01,August,2017,Producto G,6488,3636
2017-09-01,September,2017,Producto G,6890,1175
2017-10-01,October,2017,Producto G,2404,3783
2017-11-01,November,2017,Producto G,8736,4497
2017-12-01,December,2017,Producto G,6950,3321
2018-01-01,January,2018,Producto G,4093,4205
2018-02-01,February,2018,Producto G,2881,3493
2018-03-01,March,2018,Producto G,6961,4932
2018-04-01,April,2018,Producto G,5405,4379
2018-05-01,May,2018,Producto G,2259,1807
2018-06-01,June,2018,Producto G,3579,4697
2018-07-01,July,2018,Producto G,8573,1772
2018-08-01,August,2018,Producto G,8038,3356
2018-09-01,September,2018,Producto G,3061,3207
2018-10-01,October,2018,Producto G,2345,1254
2018-11-01,November,2018,Producto G,4427,3270
2018-12-01,December,2018,Producto G,8747,1235
2019-01-01,January,2019,Producto G,6493,4310
2019-02-01,February,2019,Producto G,3541,2345
2019-03-01,March,2019,Producto G,3870,4293
2019-04-01,April,2019,Producto G,3724,1812
2019-05-01,May,2019,Producto G,5486,3651
2019-06-01,June,2019,Producto G,9770,1103
2019-07-01,July,2019,Producto G,8929,2856
2019-08-01,August,2019,Producto G,2380,1697
2019-09-01,September,2019,Producto G,7160,3254
2019-10-01,October,2019,Producto G,4792,2936
2019-11-01,November,2019,Producto G,3671,3841
2019-12-01,December,2019,Producto G,8134,1280
2020-01-01,January,2020,Producto G,4138,2709
2020-02-01,February,2020,Producto G,8948,1977
2020-03-01,March,2020,Producto G,6800,2843
2020-04-01,April,2020,Producto G,3621,2021
2020-05-01,May,2020,Producto G,3012,4195
2020-06-01,June,2020,Producto G,4373,2186
2020-07-01,July,2020,Producto G,6154,3932
2020-08-01,August,2020,Producto G,6577,2561
2020-09-01,September,2020,Producto G,8588,3192
2020-10-01,October,2020,Producto G,3914,2785
2020-11-01,November,2020,Producto G,2229,2643
2020-12-01,December,2020,Producto G,4335,3336
2021-01-01,January,2021,Producto G,4275,3551
2021-02-01,February,2021,Producto G,2158,4577
2021-03-01,March,2021,Producto G,4746,3739
2021-04-01,April,2021,Producto G,2546,1714
2021-05-01,May,2021,Producto G,4420,1433
2021-06-01,June,2021,Producto G,3482,2535
2021-07-01,July,2021,Producto G,2056,1945
2021-08-01,August,2021,Producto G,4923,1462
2021-09-01,September,2021,Producto G,5974,1936
2021-10-01,October,2021,Producto G,7951,4299
2021-11-01,November,2021,Producto G,5898,2040
2021-12-01,December,2021,Producto G,9686,2588
2022-01-01,January,2022,Producto G,6228,2442
2022-02-01,February,2022,Producto G,8657,4086
2022-03-01,March,2022,Producto G,9359,3599
2022-04-01,April,2022,Producto G,6369,4654
2022-05-01,May,2022,Producto G,9668,1008
2022-06-01,June,2022,Producto G,2530,2719
2022-07-01,July,2022,Producto G,6454,1222
2022-08-01,August,2022,Producto G,3303,1184
2022-09-01,September,2022,Producto G,2856,4070
2022-10-01,October,2022,Producto G,9786,4866
2022-11-01,November,2022,Producto G,7043,4900
2022-12-01,December,2022,Producto G,9348,1802
2023-01-01,January,2023,Producto G,9800,2323
2023-02-01,February,2023,Producto G,9231,3486
2023-03-01,March,2023,Producto G,4570,1864
2023-04-01,April,2023,Producto G,2811,4685
2023-05-01,May,2023,Producto G,9916,4991
2023-06-01,June,2023,Producto G,8292,4878
2023-07-01,July,2023,Producto G,3924,2045
2023-08-01,August,2023,Producto G,3274,4807
2023-09-01,September,2023,Producto G,6887,1338
2023-10-01,October,2023,Producto G,9731,1606
2023-11-01,November,2023,Producto G,3478,4201
2023-12-01,December,2023,Producto G,8777,4214
2014-01-01,January,2014,Producto H,7966,3760
2014-02-01,February,2014,Producto H,8831,1904
2014-03-01,March,2014,Producto H,2951,4265
2014-04-01,April,2014,Producto H,4730,1950
2014-05-01,May,2014,Producto H,4689,2003
2014-06-01,June,2014,Producto H,6407,3198
2014-07-01,July,2014,Producto H,2949,3888
2014-08-01,August,2014,Producto H,7610,4116
2014-09-01,September,2014,Producto H,9843,2075
2014-10-01,October,2014,Producto H,4744,4145
2014-11-01,November,2014,Producto H,3100,3027
2014-12-01,December,2014,Producto H,5633,3569
2015-01-01,January,2015,Producto H,8963,3179
2015-02-01,February,2015,Producto H,6884,3368
2015-03-01,March,2015,Producto H,5864,1303
2015-04-01,April,2015,Producto H,9245,4819
2015-05-01,May,2015,Producto H,9399,4205
2015-06-01,June,2015,Producto H,6049,4678
2015-07-01,July,2015,Producto H,9615,4524
2015-08-01,August,2015,Producto H,7253,2078
2015-09-01,September,2015,Producto H,6906,4555
2015-10-01,October,2015,Producto H,8911,2275
2015-11-01,November,2015,Producto H,8690,3844
2015-12-01,December,2015,Producto H,3175,4003
2016-01-01,January,2016,Producto H,2821,2712
2016-02-01,February,2016,Producto H,9168,1210
2016-03-01,March,2016,Producto H,3116,3167
2016-04-01,April,2016,Producto H,2236,3929
2016-05-01,May,2016,Producto H,4899,4360
2016-06-01,June,2016,Producto H,3459,2549
2016-07-01,July,2016,Producto H,3629,2147
2016-08-01,August,2016,Producto H,8218,4468
2016-09-01,September,2016,Producto H,9101,1933
2016-10-01,October,2016,Producto H,2049,2128
2016-11-01,November,2016,Producto H,2253,3220
2016-12-01,December,2016,Producto H,6157,2936
2017-01-01,January,2017,Producto H,9219,4843
2017-02-01,February,2017,Producto H,7219,3280
2017-03-01,March,2017,Producto H,8199,2883
2017-04-01,April,2017,Producto H,5592,4428
2017-05-01,May,2017,Producto H,4503,4030
2017-06-01,June,2017,Producto H,5925,2037
2017-07-01,July,2017,Producto H,6214,2692
2017-08-01,August,2017,Producto H,4025,3003
2017-09-01,September,2017,Producto H,5340,4978
2017-10-01,October,2017,Producto H,4549,3506
2017-11-01,November,2017,Producto H,8870,3921
2017-12-01,December,2017,Producto H,8381,1197
2018-01-01,January,2018,Producto H,2327,3359
2018-02-01,February,2018,Producto H,8400,2710
2018-03-01,March,2018,Producto H,9535,2113
2018-04-01,April,2018,Producto H,9017,1806
2018-05-01,May,2018,Producto H,9653,4913
2018-06-01,June,2018,Producto H,4710,3466
2018-07-01,July,2018,Producto H,9480,2038
2018-08-01,August,2018,Producto H,4474,2698
2018-09-01,September,2018,Producto H,3867,2049
2018-10-01,October,2018,Producto H,7726,1746
2018-11-01,November,2018,Producto H,3728,3355
2018-12-01,December,2018,Producto H,2908,1940
2019-01-01,January,2019,Producto H,8778,2762
2019-02-01,February,2019,Producto H,6320,2777
2019-03-01,March,2019,Producto H,9463,2164
2019-04-01,April,2019,Producto H,6711,3442
2019-05-01,May,2019,Producto H,8227,2149
2019-06-01,June,2019,Producto H,2497,2314
2019-07-01,July,2019,Producto H,9795,4043
2019-08-01,August,2019,Producto H,7038,4399
2019-09-01,September,2019,Producto H,3782,4595
2019-10-01,October,2019,Producto H,5920,4928
2019-11-01,November,2019,Producto H,8392,2452
2019-12-01,December,2019,Producto H,2669,3758
2020-01-01,January,2020,Producto H,9262,2354
2020-02-01,February,2020,Producto H,4167,2835
2020-03-01,March,2020,Producto H,7222,3878
2020-04-01,April,2020,Producto H,7845,3439
2020-05-01,May,2020,Producto H,7227,4065
2020-06-01,June,2020,Producto H,9159,4662
2020-07-01,July,2020,Producto H,2639,1729
2020-08-01,August,2020,Producto H,8081,3448
2020-09-01,September,2020,Producto H,2500,2684
2020-10-01,October,2020,Producto H,8842,3247
2020-11-01,November,2020,Producto H,2287,1074
2020-12-01,December,2020,Producto H,5841,1057
2021-01-01,January,2021,Producto H,9181,1729
2021-02-01,February,2021,Producto H,5231,4019
2021-03-01,March,2021,Producto H,3130,3530
2021-04-01,April,2021,Producto H,6888,2825
2021-05-01,May,2021,Producto H,7278,4417
2021-06-01,June,2021,Producto H,4385,2521
2021-07-01,July,2021,Producto H,4638,3308
2021-08-01,August,2021,Producto H,9547,1747
2021-09-01,September,2021,Producto H,7852,1573
2021-10-01,October,2021,Producto H,9697,4678
2021-11-01,November,2021,Producto H,7258,2515
2021-12-01,December,2021,Producto H,3845,1980
2022-01-01,January,2022,Producto H,8496,1554
2022-02-01,February,2022,Producto H,4279,3011
2022-03-01,March,2022,Producto H,6205,3129
2022-04-01,April,2022,Producto H,3223,2221
2022-05-01,May,2022,Producto H,6741,3766
2022-06-01,June,2022,Producto H,7978,1351
2022-07-01,July,2022,Producto H,5273,3670
2022-08-01,August,2022,Producto H,5125,2332
2022-09-01,September,2022,Producto H,9086,3506
2022-10-01,October,2022,Producto H,6742,3337
2022-11-01,November,2022,Producto H,3884,1443
2022-12-01,December,2022,Producto H,4643,4036
2023-01-01,January,2023,Producto H,2455,1793
2023-02-01,February,2023,Producto H,5227,4687
2023-03-01,March,2023,Producto H,8916,3640
2023-04-01,April,2023,Producto H,5688,3758
2023-05-01,May,2023,Producto H,5354,3763
2023-06-01,June,2023,Producto H,9942,1434
2023-07-01,July,2023,Producto H,6547,3106
2023-08-01,August,2023,Producto H,6183,2002
2023-09-01,September,2023,Producto H,7017,1684
2023-10-01,October,2023,Producto H,4122,4940
2023-11-01,November,2023,Producto H,4271,2195
2023-12-01,December,2023,Producto H,6145,1887
2014-01-01,January,2014,Producto I,2831,2290
2014-02-01,February,2014,Producto I,4995,2156
2014-03-01,March,2014,Producto I,5652,2856
2014-04-01,April,2014,Producto I,4418,1409
2014-05-01,May,2014,Producto I,4330,1758
2014-06-01,June,2014,Producto I,9465,4845
2014-07-01,July,2014,Producto I,2725,4749
2014-08-01,August,2014,Producto I,6466,3367
2014-09-01,September,2014,Producto I,4172,4104
2014-10-01,October,2014,Producto I,6810,1150
2014-11-01,November,2014,Producto I,6636,1306
2014-12-01,December,2014,Producto I,5190,1035
2015-01-01,January,2015,Producto I,4191,4667
2015-02-01,February,2015,Producto I,4392,4858
2015-03-01,March,2015,Producto I,6593,4377
2015-04-01,April,2015,Producto I,8133,3602
2015-05-01,May,2015,Producto I,3873,2325
2015-06-01,June,2015,Producto I,8541,2876
2015-07-01,July,2015,Producto I,8640,3518
2015-08-01,August,2015,Producto I,9394,1400
2015-09-01,September,2015,Producto I,5340,4501
2015-10-01,October,2015,Producto I,3090,1593
2015-11-01,November,2015,Producto I,6235,2182
2015-12-01,December,2015,Producto I,5343,4460
2016-01-01,January,2016,Producto I,8384,1994
2016-02-01,February,2016,Producto I,2586,3242
2016-03-01,March,2016,Producto I,4190,3797
2016-04-01,April,2016,Producto I,6922,4462
2016-05-01,May,2016,Producto I,5808,1635
2016-06-01,June,2016,Producto I,9634,4312
2016-07-01,July,2016,Producto I,4753,3479
2016-08-01,August,2016,Producto I,4407,2957
2016-09-01,September,2016,Producto I,7133,1047
2016-10-01,October,2016,Producto I,9179,3085
2016-11-01,November,2016,Producto I,2860,2070
2016-12-01,December,2016,Producto I,7737,3300
2017-01-01,January,2017,Producto I,9598,4550
2017-02-01,February,2017,Producto I,6971,1850
2017-03-01,March,2017,Producto I,4443,2531
2017-04-01,April,2017,Producto I,6894,2299
2017-05-01,May,2017,Producto I,3370,3399
2017-06-01,June,2017,Producto I,2820,1122
2017-07-01,July,2017,Producto I,3580,2173
2017-08-01,August,2017,Producto I,7910,3019
2017-09-01,September,2017,Producto I,4527,2467
2017-10-01,October,2017,Producto I,4681,3998
2017-11-01,November,2017,Producto I,8774,3361
2017-12-01,December,2017,Producto I,8638,2562
2018-01-01,January,2018,Producto I,2885,1652
2018-02-01,February,2018,Producto I,2722,3923
2018-03-01,March,2018,Producto I,6349,2542
2018-04-01,April,2018,Producto I,5226,3449
2018-05-01,May,2018,Producto I,4842,2283
2018-06-01,June,2018,Producto I,4839,3548
2018-07-01,July,2018,Producto I,5841,2027
2018-08-01,August,2018,Producto I,3484,4879
2018-09-01,September,2018,Producto I,5734,3569
2018-10-01,October,2018,Producto I,9065,3738
2018-11-01,November,2018,Producto I,7341,4501
2018-12-01,December,2018,Producto I,7686,1803
2019-01-01,January,2019,Producto I,6919,2633
2019-02-01,February,2019,Producto I,5379,2244
2019-03-01,March,2019,Producto I,7918,1634
2019-04-01,April,2019,Producto I,7174,3469
2019-05-01,May,2019,Producto I,6119,4745
2019-06-01,June,2019,Producto I,3095,2616
2019-07-01,July,2019,Producto I,7359,2309
2019-08-01,August,2019,Producto I,6267,3558
2019-09-01,September,2019,Producto I,6342,4210
2019-10-01,October,2019,Producto I,9464,2095
2019-11-01,November,2019,Producto I,5842,2609
2019-12-01,December,2019,Producto I,3317,4514
2020-01-01,January,2020,Producto I,8486,2290
2020-02-01,February,2020,Producto I,4536,4582
2020-03-01,March,2020,Producto I,5851,2189
2020-04-01,April,2020,Producto I,6652,4193
2020-05-01,May,2020,Producto I,3085,2898
2020-06-01,June,2020,Producto I,8686,2201
2020-07-01,July,2020,Producto I,3871,1018
2020-08-01,August,2020,Producto I,7318,2235
2020-09-01,September,2020,Producto I,2473,3523
2020-10-01,October,2020,Producto I,6878,4587
2020-11-01,November,2020,Producto I,2745,2793
2020-12-01,December,2020,Producto I,2756,2227
2021-01-01,January,2021,Producto I,7029,2660
2021-02-01,February,2021,Producto I,6056,2428
2021-03-01,March,2021,Producto I,2075,2858
2021-04-01,April,2021,Producto I,8707,2571
2021-05-01,May,2021,Producto I,4174,2914
2021-06-01,June,2021,Producto I,5379,1413
2021-07-01,July,2021,Producto I,3510,4303
2021-08-01,August,2021,Producto I,9648,2126
2021-09-01,September,2021,Producto I,8130,4671
2021-10-01,October,2021,Producto I,8141,3087
2021-11-01,November,2021,Producto I,4885,3055
2021-12-01,December,2021,Producto I,5996,1462
2022-01-01,January,2022,Producto I,3806,2195
2022-02-01,February,2022,Producto I,9384,4687
2022-03-01,March,2022,Producto I,6236,3625
2022-04-01,April,2022,Producto I,4535,4705
2022-05-01,May,2022,Producto I,2843,3811
2022-06-01,June,2022,Producto I,8867,1628
2022-07-01,July,2022,Producto I,9136,4936
2022-08-01,August,2022,Producto I,3705,3327
2022-09-01,September,2022,Producto I,6871,3545
2022-10-01,October,2022,Producto I,3569,3230
2022-11-01,November,2022,Producto I,8795,3195
2022-12-01,December,2022,Producto I,7645,2006
2023-01-01,January,2023,Producto I,6916,3618
2023-02-01,February,2023,Producto I,8742,2338
2023-03-01,March,2023,Producto I,6115,1748
2023-04-01,April,2023,Producto I,9053,1245
2023-05-01,May,2023,Producto I,5423,2516
2023-06-01,June,2023,Producto I,3809,3882
2023-07-01,July,2023,Producto I,6364,1753
2023-08-01,August,2023,Producto I,6905,3511
2023-09-01,September,2023,Producto I,2344,2759
2023-10-01,October,2023,Producto I,6035,4362
2023-11-01,November,2023,Producto I,5392,2602
2023-12-01,December,2023,Producto I,8478,4159
2014-01-01,January,2014,Producto J,9714,1583
2014-02-01,February,2014,Producto J,4478,1656
2014-03-01,March,2014,Producto J,9294,3376
2014-04-01,April,2014,Producto J,4011,2402
2014-05-01,May,2014,Producto J,8611,3590
2014-06-01,June,2014,Producto J,9394,3784
2014-07-01,July,2014,Producto J,6909,4256
2014-08-01,August,2014,Producto J,8113,3434
2014-09-01,September,2014,Producto J,6655,3638
2014-10-01,October,2014,Producto J,8944,1231
2014-11-01,November,2014,Producto J,8528,2621
2014-12-01,December,2014,Producto J,2879,1808
2015-01-01,January,2015,Producto J,5279,3661
2015-02-01,February,2015,Producto J,2973,3006
2015-03-01,March,2015,Producto J,9127,3284
2015-04-01,April,2015,Producto J,8122,1781
2015-05-01,May,2015,Producto J,4406,4690
2015-06-01,June,2015,Producto J,8387,1560
2015-07-01,July,2015,Producto J,8027,3423
2015-08-01,August,2015,Producto J,4117,3505
2015-09-01,September,2015,Producto J,8727,1947
2015-10-01,October,2015,Producto J,4190,3375
2015-11-01,November,2015,Producto J,2674,2809
2015-12-01,December,2015,Producto J,5070,4003
2016-01-01,January,2016,Producto J,6692,1324
2016-02-01,February,2016,Producto J,5053,3082
2016-03-01,March,2016,Producto J,4805,2073
2016-04-01,April,2016,Producto J,4118,1016
2016-05-01,May,2016,Producto J,5983,3817
2016-06-01,June,2016,Producto J,4330,1818
2016-07-01,July,2016,Producto J,6054,3538
2016-08-01,August,2016,Producto J,3613,3377
2016-09-01,September,2016,Producto J,7004,1530
2016-10-01,October,2016,Producto J,5993,4460
2016-11-01,November,2016,Producto J,7259,2412
2016-12-01,December,2016,Producto J,5708,3098
2017-01-01,January,2017,Producto J,3979,3265
2017-02-01,February,2017,Producto J,5907,1866
2017-03-01,March,2017,Producto J,7433,1839
2017-04-01,April,2017,Producto J,9418,2373
2017-05-01,May,2017,Producto J,2147,2170
2017-06-01,June,2017,Producto J,9353,1230
2017-07-01,July,2017,Producto J,4734,1788
2017-08-01,August,2017,Producto J,6161,1113
2017-09-01,September,2017,Producto J,5870,1518
2017-10-01,October,2017,Producto J,3114,3061
2017-11-01,November,2017,Producto J,6530,3141
2017-12-01,December,2017,Producto J,2936,3147
2018-01-01,January,2018,Producto J,3481,3017
2018-02-01,February,2018,Producto J,5064,1051
2018-03-01,March,2018,Producto J,8909,3812
2018-04-01,April,2018,Producto J,2227,4280
2018-05-01,May,2018,Producto J,3993,1790
2018-06-01,June,2018,Producto J,2570,3361
2018-07-01,July,2018,Producto J,5412,3634
2018-08-01,August,2018,Producto J,3766,4052
2018-09-01,September,2018,Producto J,8938,2191
2018-10-01,October,2018,Producto J,6908,3143
2018-11-01,November,2018,Producto J,2627,2796
2018-12-01,December,2018,Producto J,2852,1820
2019-01-01,January,2019,Producto J,3847,3939
2019-02-01,February,2019,Producto J,3753,4536
2019-03-01,March,2019,Producto J,7276,1298
2019-04-01,April,2019,Producto J,2539,2177
2019-05-01,May,2019,Producto J,5254,1228
2019-06-01,June,2019,Producto J,5564,4681
2019-07-01,July,2019,Producto J,6270,3095
2019-08-01,August,2019,Producto J,2086,4036
2019-09-01,September,2019,Producto J,9593,3968
2019-10-01,October,2019,Producto J,9289,1729
2019-11-01,November,2019,Producto J,8541,3094
2019-12-01,December,2019,Producto J,9016,1434
2020-01-01,January,2020,Producto J,5912,3074
2020-02-01,February,2020,Producto J,8758,1777
2020-03-01,March,2020,Producto J,3191,4850
2020-04-01,April,2020,Producto J,6179,4638
2020-05-01,May,2020,Producto J,5528,1447
2020-06-01,June,2020,Producto J,7589,2285
2020-07-01,July,2020,Producto J,8261,3562
2020-08-01,August,2020,Producto J,2368,4757
2020-09-01,September,2020,Producto J,3982,2591
2020-10-01,October,2020,Producto J,8205,3513
2020-11-01,November,2020,Producto J,3202,1211
2020-12-01,December,2020,Producto J,7561,2865
2021-01-01,January,2021,Producto J,9951,3457
2021-02-01,February,2021,Producto J,7959,1374
2021-03-01,March,2021,Producto J,2363,1309
2021-04-01,April,2021,Producto J,8363,3856
2021-05-01,May,2021,Producto J,6421,1329
2021-06-01,June,2021,Producto J,8673,1736
2021-07-01,July,2021,Producto J,7874,2354
2021-08-01,August,2021,Producto J,5431,4602
2021-09-01,September,2021,Producto J,2735,1219
2021-10-01,October,2021,Producto J,8634,3535
2021-11-01,November,2021,Producto J,2462,4665
2021-12-01,December,2021,Producto J,2429,3011
2022-01-01,January,2022,Producto J,8267,2050
2022-02-01,February,2022,Producto J,4693,2152
2022-03-01,March,2022,Producto J,3791,2344
2022-04-01,April,2022,Producto J,2007,2702
2022-05-01,May,2022,Producto J,6470,4732
2022-06-01,June,2022,Producto J,3602,4979
2022-07-01,July,2022,Producto J,9019,4715
2022-08-01,August,2022,Producto J,7008,1929
2022-09-01,September,2022,Producto J,8283,4394
2022-10-01,October,2022,Producto J,6166,1686
2022-11-01,November,2022,Producto J,5829,3780
2022-12-01,December,2022,Producto J,8067,4759
2023-01-01,January,2023,Producto J,8613,1329
2023-02-01,February,2023,Producto J,7441,3378
2023-03-01,March,2023,Producto J,5126,2355
2023-04-01,April,2023,Producto J,6081,1923
2023-05-01,May,2023,Producto J,6937,4993
2023-06-01,June,2023,Producto J,9395,4269
2023-07-01,July,2023,Producto J,9100,2912
2023-08-01,August,2023,Producto J,8872,3903
2023-09-01,September,2023,Producto J,7770,1546
2023-10-01,October,2023,Producto J,7332,1756
2023-11-01,November,2023,Producto J,8176,4424
2023-12-01,December,2023,Producto J,5579,1098
